EJERCICIO;CODIGO_EOD;NOMBRE_EOD;ITEM;NOMBRE_ITEM; INICIAL ; CODIFICADO ; COMPROMETIDO ; DEVENGADO ; PAGADO 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;510601;Aporte Patronal; 290.201,90 ; 188.446,45 ; 110.378,66 ; 110.378,66 ; 110.378,66 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;510602;Fondo de Reserva; 185.570,78 ; 156.623,43 ; 90.131,31 ; 90.131,31 ; 90.131,31 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;510704;Compensacion por Desahucio; 21.321,08 ; 18.897,08 ; -   ; -   ; -   
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 14.223,28 ; 2.424,00 ; 2.424,00 ; 2.424,00 ; 2.424,00 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710203;Decimotercer Sueldo; 84.798,98 ; 43.581,19 ; 35.115,77 ; 35.115,77 ; 35.115,77 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710204;Decimocuarto Sueldo; 20.533,20 ; 32.912,35 ; 22.945,44 ; 22.945,44 ; 22.945,44 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 16.000,00 ; 16.000,00 ; 16.000,00 ; 16.000,00 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710510;Servicios Personales por Contrato; 183.376,00 ; 334.761,86 ; 264.287,86 ; 264.287,86 ; 264.287,86 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710515;Contratos Ocasionales para el Cumplimiento del Servicio Rural; 253.460,00 ; 466.511,00 ; 359.614,00 ; 359.614,00 ; 359.614,00 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710601;Aporte Patronal; 42.156,32 ; 77.323,72 ; 60.207,56 ; 60.207,56 ; 60.207,56 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710602;Fondo de Reserva; 27.586,12 ; 32.662,67 ; 22.976,96 ; 22.976,96 ; 22.976,96 
2021;320-1342;DIRECCION DISTRITAL 13D05 - EL CARMEN - SALUD;710706;Beneficio por Jubilacion; -   ; 189.408,00 ; 189.408,00 ; 189.408,00 ; 189.408,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510105;Remuneraciones Unificadas; 1.056.792,00 ; 1.046.963,15 ; 584.437,01 ; 584.437,01 ; 584.437,01 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510106;Salarios Unificados; 207.983,84 ; 202.320,34 ; 104.484,24 ; 104.484,24 ; 104.484,24 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510203;Decimo Tercer Sueldo; 186.450,29 ; 144.705,04 ; 12.181,42 ; 12.181,42 ; 12.181,42 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510204;Decimo Cuarto Sueldo; 85.625,61 ; 48.466,67 ; 35.245,73 ; 35.245,73 ; 35.245,73 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 13.600,00 ; 13.600,00 ; 13.600,00 ; 13.600,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510302;Bonificacion Geografica; 84.127,94 ; 21.253,88 ; 15.344,32 ; 15.344,32 ; 15.344,32 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510304;Compensacion por Transporte; 2.324,49 ; 2.654,49 ; 1.333,00 ; 1.333,00 ; 1.140,50 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510306;Alimentacion; 18.280,00 ; 20.900,00 ; 10.664,00 ; 10.664,00 ; 9.124,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510401;Por Cargas Familiares; 622,32 ; 902,32 ; 364,00 ; 364,00 ; 316,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510408;Subsidio de Antiguedad; 4.484,38 ; 4.533,06 ; 2.410,79 ; 2.410,79 ; 2.108,11 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510509;Horas Extraordinarias y Suplementarias; 22.200,00 ; 28.041,75 ; 20.538,31 ; 20.538,31 ; 20.538,31 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510510;Servicios Personales por Contrato; 336.589,00 ; 214.234,00 ; 81.584,60 ; 81.584,60 ; 81.584,60 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510513;Encargos; 3.832,83 ; 3.832,83 ; 2.191,53 ; 2.191,53 ; 2.191,53 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510516;Contratos Ocasionales para el Cumplimiento de la Devengacion de Becas; 136.011,50 ; 150.537,00 ; 84.512,00 ; 84.512,00 ; 84.512,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510601;Aporte Patronal; 236.389,99 ; 165.540,53 ; 87.821,03 ; 87.821,03 ; 87.821,03 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510602;Fondo de Reserva; 135.481,84 ; 138.397,43 ; 84.038,71 ; 84.038,71 ; 84.038,71 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510704;Compensacion por Desahucio; 22.475,80 ; 15.174,76 ; 5.979,80 ; 5.979,80 ; 5.979,80 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 1.974,70 ; 1.974,70 ; -   ; -   ; -   
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710203;Decimotercer Sueldo; 31.080,00 ; 17.036,75 ; 12.342,25 ; 12.342,25 ; 12.342,25 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710204;Decimocuarto Sueldo; 9.637,34 ; 23.999,88 ; 19.366,45 ; 19.366,45 ; 19.366,45 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 7.800,00 ; 7.800,00 ; 7.800,00 ; 7.800,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710302;Bonificacion Geografica; 5.249,60 ; 13.218,29 ; 13.218,29 ; 13.218,29 ; 13.218,29 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710510;Servicios Personales por Contrato; 78.209,00 ; 136.706,00 ; 112.914,00 ; 112.914,00 ; 112.914,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710515;Contratos Ocasionales para el Cumplimiento del Servicio Rural; 81.760,00 ; 220.779,00 ; 171.717,00 ; 171.717,00 ; 171.717,00 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710601;Aporte Patronal; 15.438,06 ; 34.497,80 ; 27.467,47 ; 27.467,47 ; 27.467,47 
2021;320-1343;DIRECCION DISTRITAL 13D09 - PAJAN - SALUD;710602;Fondo de Reserva; 11.221,45 ; 12.644,61 ; 10.662,72 ; 10.662,72 ; 10.662,72 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510105;Remuneraciones Unificadas; 1.257.512,70 ; 1.222.131,00 ; 696.140,61 ; 696.140,61 ; 696.140,61 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510106;Salarios Unificados; 398.387,48 ; 438.718,98 ; 237.204,03 ; 237.204,03 ; 237.204,03 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510203;Decimo Tercer Sueldo; 277.918,07 ; 171.001,10 ; 25.518,75 ; 25.518,75 ; 25.518,75 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510204;Decimo Cuarto Sueldo; 125.341,91 ; 57.933,33 ; 52.613,52 ; 52.613,52 ; 52.613,52 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 19.800,00 ; 19.800,00 ; 19.800,00 ; 19.800,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510302;Bonificacion Geografica; 62.284,40 ; 62.284,40 ; 14.845,20 ; 14.845,20 ; 14.845,20 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510304;Compensacion por Transporte; 5.041,00 ; 5.536,00 ; 3.234,00 ; 3.234,00 ; 3.234,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510306;Alimentacion; 39.772,00 ; 43.732,00 ; 25.508,00 ; 25.508,00 ; 25.508,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510401;Por Cargas Familiares; 2.701,00 ; 3.061,00 ; 1.584,00 ; 1.584,00 ; 1.584,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510408;Subsidio de Antiguedad; 7.656,97 ; 7.735,68 ; 6.539,14 ; 6.539,14 ; 6.539,14 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510509;Horas Extraordinarias y Suplementarias; 21.615,84 ; 29.057,58 ; 14.761,18 ; 14.761,18 ; 14.761,18 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510510;Servicios Personales por Contrato; 590.313,00 ; 158.887,00 ; 68.983,00 ; 68.983,00 ; 68.983,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510513;Encargos; 5.888,26 ; 5.888,26 ; -   ; -   ; -   
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510516;Contratos Ocasionales para el Cumplimiento de la Devengacion de Becas; 183.637,53 ; 158.460,00 ; 92.435,00 ; 92.435,00 ; 92.435,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510601;Aporte Patronal; 363.426,81 ; 201.791,79 ; 113.369,14 ; 113.369,14 ; 113.369,14 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510602;Fondo de Reserva; 201.279,98 ; 164.733,52 ; 90.164,48 ; 90.164,48 ; 90.164,48 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 3.566,17 ; 4.972,60 ; 4.972,60 ; 4.972,60 ; 4.972,60 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710203;Decimotercer Sueldo; 63.229,41 ; 62.673,89 ; 48.993,85 ; 48.993,85 ; 48.993,85 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710204;Decimocuarto Sueldo; 16.633,32 ; 36.399,34 ; 26.965,74 ; 26.965,74 ; 26.965,74 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 4.400,00 ; 4.400,00 ; 4.400,00 ; 4.400,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710302;Bonificacion Geografica; 13.898,40 ; 14.394,60 ; 14.394,60 ; 14.394,60 ; 14.394,60 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710510;Servicios Personales por Contrato; 133.590,00 ; 267.635,00 ; 212.775,00 ; 212.775,00 ; 212.775,00 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710515;Contratos Ocasionales para el Cumplimiento del Servicio Rural; 283.220,00 ; 654.428,71 ; 508.670,71 ; 508.670,71 ; 508.670,71 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710601;Aporte Patronal; 40.224,03 ; 88.980,46 ; 69.621,03 ; 69.621,03 ; 69.621,03 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710602;Fondo de Reserva; 30.118,60 ; 24.578,87 ; 17.724,13 ; 17.724,13 ; 17.724,13 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710702;Supresion de Puesto; 159.300,00 ; 106.081,60 ; 106.081,60 ; 106.081,60 ; 106.081,60 
2021;320-1344;DIRECCION DISTRITAL 13D04 - 24 DE MAYO-SANTA ANA-OLMEDO - SALUD;710706;Beneficio por Jubilacion; 66.906,00 ; 53.100,00 ; 53.100,00 ; 53.100,00 ; 53.100,00 
2021;320-1347;HOSPITAL SAN ANDRES;510105;Remuneraciones Unificadas; 844.612,00 ; 912.172,00 ; 500.372,00 ; 500.372,00 ; 500.372,00 
2021;320-1347;HOSPITAL SAN ANDRES;510106;Salarios Unificados; 229.919,52 ; 237.470,82 ; 134.119,72 ; 134.119,72 ; 134.119,72 
2021;320-1347;HOSPITAL SAN ANDRES;510203;Decimo Tercer Sueldo; 101.093,29 ; 107.969,22 ; 3.826,61 ; 3.826,61 ; 3.826,61 
2021;320-1347;HOSPITAL SAN ANDRES;510204;Decimo Cuarto Sueldo; 41.668,80 ; 35.900,00 ; 34.000,16 ; 34.000,16 ; 34.000,16 
2021;320-1347;HOSPITAL SAN ANDRES;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 13.000,00 ; 13.000,00 ; 13.000,00 ; 13.000,00 
2021;320-1347;HOSPITAL SAN ANDRES;510304;Compensacion por Transporte; 2.140,50 ; 2.250,50 ; 1.316,50 ; 1.316,50 ; 1.316,50 
2021;320-1347;HOSPITAL SAN ANDRES;510306;Alimentacion; 17.112,00 ; 17.992,00 ; 10.532,00 ; 10.532,00 ; 10.532,00 
2021;320-1347;HOSPITAL SAN ANDRES;510401;Por Cargas Familiares; 708,00 ; 788,00 ; 420,00 ; 420,00 ; 420,00 
2021;320-1347;HOSPITAL SAN ANDRES;510408;Subsidio de Antiguedad; 3.998,62 ; 4.017,50 ; 2.532,04 ; 2.532,04 ; 2.532,04 
2021;320-1347;HOSPITAL SAN ANDRES;510509;Horas Extraordinarias y Suplementarias; 26.129,04 ; 28.394,43 ; 14.154,77 ; 14.154,77 ; 14.154,77 
2021;320-1347;HOSPITAL SAN ANDRES;510510;Servicios Personales por Contrato; 219.435,00 ; 60.034,00 ; 35.339,00 ; 35.339,00 ; 35.339,00 
2021;320-1347;HOSPITAL SAN ANDRES;510516;Contratos Ocasionales para el Cumplimiento de la Devengacion de Becas; 31.692,00 ; 10.564,00 ; 10.564,00 ; 10.564,00 ; 10.564,00 
2021;320-1347;HOSPITAL SAN ANDRES;510601;Aporte Patronal; 136.849,90 ; 123.690,00 ; 70.731,29 ; 70.731,29 ; 70.731,29 
2021;320-1347;HOSPITAL SAN ANDRES;510602;Fondo de Reserva; 109.351,63 ; 101.646,06 ; 56.676,94 ; 56.676,94 ; 56.676,94 
2021;320-1347;HOSPITAL SAN ANDRES;710203;Decimotercer Sueldo; 18.448,00 ; 1.980,73 ; 1.540,56 ; 1.540,56 ; 1.540,56 
2021;320-1347;HOSPITAL SAN ANDRES;710204;Decimocuarto Sueldo; 1.034,72 ; 9.466,72 ; 5.500,05 ; 5.500,05 ; 5.500,05 
2021;320-1347;HOSPITAL SAN ANDRES;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 2.600,00 ; 2.600,00 ; 2.600,00 ; 2.600,00 
2021;320-1347;HOSPITAL SAN ANDRES;710510;Servicios Personales por Contrato; 85.725,00 ; 183.449,63 ; 143.889,63 ; 143.889,63 ; 143.889,63 
2021;320-1347;HOSPITAL SAN ANDRES;710601;Aporte Patronal; 8.273,59 ; 17.703,07 ; 13.885,56 ; 13.885,56 ; 13.885,56 
2021;320-1347;HOSPITAL SAN ANDRES;710602;Fondo de Reserva; 6.976,69 ; 16.929,08 ; 11.986,06 ; 11.986,06 ; 11.986,06 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510105;Remuneraciones Unificadas; 755.287,53 ; 814.404,00 ; 443.254,00 ; 443.254,00 ; 443.254,00 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510106;Salarios Unificados; 369.771,45 ; 373.805,78 ; 216.289,67 ; 216.289,67 ; 216.289,67 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510203;Decimo Tercer Sueldo; 109.079,57 ; 111.700,04 ; 5.012,49 ; 5.012,49 ; 5.012,49 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510204;Decimo Cuarto Sueldo; 42.967,35 ; 36.378,90 ; 35.323,29 ; 35.323,29 ; 35.323,29 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 13.000,00 ; 13.000,00 ; 13.000,00 ; 13.000,00 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510302;Bonificacion Geografica; 138.784,59 ; 112.286,00 ; 64.936,96 ; 64.936,96 ; 64.936,96 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510304;Compensacion por Transporte; 3.572,50 ; 4.859,50 ; 2.253,00 ; 2.253,00 ; 2.253,00 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510306;Alimentacion; 28.588,00 ; 31.884,20 ; 18.008,00 ; 18.008,00 ; 18.008,00 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510401;Por Cargas Familiares; 2.732,00 ; 2.732,00 ; 1.536,00 ; 1.536,00 ; 1.536,00 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510408;Subsidio de Antiguedad; 3.742,56 ; 4.678,20 ; 2.728,95 ; 2.728,95 ; 2.728,95 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510509;Horas Extraordinarias y Suplementarias; 88.732,60 ; 88.732,60 ; 56.799,08 ; 56.799,08 ; 56.799,08 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510510;Servicios Personales por Contrato; 114.352,29 ; 49.158,00 ; 8.134,33 ; 8.134,33 ; 8.134,33 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510516;Contratos Ocasionales para el Cumplimiento de la Devengacion de Becas; 87.153,00 ; 21.128,00 ; 21.128,00 ; 21.128,00 ; 21.128,00 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510601;Aporte Patronal; 149.069,34 ; 143.638,46 ; 79.035,70 ; 79.035,70 ; 79.035,70 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;510602;Fondo de Reserva; 113.837,62 ; 113.083,46 ; 61.292,84 ; 61.292,84 ; 61.292,84 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;710204;Decimocuarto Sueldo; 1.000,00 ; 7.066,70 ; 4.066,70 ; 4.066,70 ; 4.066,70 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 1.800,00 ; 1.800,00 ; 1.800,00 ; 1.800,00 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;710302;Bonificacion Geografica; 10.839,20 ; 13.083,36 ; 13.083,36 ; 13.083,36 ; 13.083,36 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;710510;Servicios Personales por Contrato; 59.126,00 ; 126.869,94 ; 99.771,94 ; 99.771,94 ; 99.771,94 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;710601;Aporte Patronal; 5.705,75 ; 12.243,09 ; 9.628,15 ; 9.628,15 ; 9.628,15 
2021;320-1348;HOSPITAL BASICO DEL CANTON PICHINCHA;710602;Fondo de Reserva; 4.925,23 ; 10.486,24 ; 8.228,99 ; 8.228,99 ; 8.228,99 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510105;Remuneraciones Unificadas; 2.296.787,07 ; 2.637.410,57 ; 1.311.917,40 ; 1.311.917,40 ; 1.311.917,40 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510106;Salarios Unificados; 999.476,77 ; 1.043.948,08 ; 598.992,02 ; 598.992,02 ; 598.992,02 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510203;Decimo Tercer Sueldo; 338.404,78 ; 365.337,85 ; 43.439,50 ; 43.439,50 ; 43.439,50 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510204;Decimo Cuarto Sueldo; 121.028,98 ; 123.243,01 ; 93.453,39 ; 93.453,39 ; 93.453,39 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 35.000,00 ; 35.000,00 ; 35.000,00 ; 35.000,00 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510304;Compensacion por Transporte; 8.202,00 ; 8.367,00 ; 5.860,00 ; 5.860,00 ; 5.860,00 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510306;Alimentacion; 65.616,00 ; 66.936,00 ; 46.880,00 ; 46.880,00 ; 46.880,00 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510401;Por Cargas Familiares; 5.504,62 ; 5.624,62 ; 3.569,60 ; 3.569,60 ; 3.569,60 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510408;Subsidio de Antiguedad; 25.503,17 ; 25.534,10 ; 15.394,31 ; 15.394,31 ; 15.394,31 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510509;Horas Extraordinarias y Suplementarias; 149.743,72 ; 153.455,32 ; 113.241,21 ; 113.241,21 ; 113.241,21 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510510;Servicios Personales por Contrato; 633.754,20 ; 108.114,00 ; 73.469,00 ; 73.469,00 ; 73.469,00 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510513;Encargos; 6.840,40 ; 6.840,40 ; 4.188,00 ; 4.188,00 ; 4.188,00 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510516;Contratos Ocasionales para el Cumplimiento de la Devengacion de Becas; 239.010,50 ; 174.306,00 ; 121.486,00 ; 121.486,00 ; 121.486,00 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510601;Aporte Patronal; 447.458,16 ; 419.985,01 ; 232.141,58 ; 232.141,58 ; 232.141,58 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510602;Fondo de Reserva; 351.393,54 ; 332.562,84 ; 178.494,69 ; 178.494,69 ; 178.494,69 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510704;Compensacion por Desahucio; 5.090,17 ; 1.630,34 ; 1.630,34 ; 1.630,34 ; 1.630,34 
2021;320-1360;HOSPITAL GENERAL DE MACAS;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 19.160,63 ; 4.535,09 ; 2.461,79 ; 2.461,79 ; 2.461,79 
2021;320-1360;HOSPITAL GENERAL DE MACAS;710203;Decimotercer Sueldo; 110.257,49 ; 24.023,00 ; 11.952,55 ; 11.952,55 ; 11.952,55 
2021;320-1360;HOSPITAL GENERAL DE MACAS;710204;Decimocuarto Sueldo; 22.765,33 ; 29.633,07 ; 26.798,62 ; 26.798,62 ; 26.798,62 
2021;320-1360;HOSPITAL GENERAL DE MACAS;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 14.800,00 ; 14.800,00 ; 14.800,00 ; 14.800,00 
2021;320-1360;HOSPITAL GENERAL DE MACAS;710510;Servicios Personales por Contrato; 816.641,15 ; 1.015.887,80 ; 769.629,33 ; 769.629,33 ; 769.629,33 
2021;320-1360;HOSPITAL GENERAL DE MACAS;710601;Aporte Patronal; 80.865,94 ; 98.033,84 ; 74.269,94 ; 74.269,94 ; 74.269,94 
2021;320-1360;HOSPITAL GENERAL DE MACAS;710602;Fondo de Reserva; 68.504,62 ; 91.000,56 ; 62.870,45 ; 62.870,45 ; 62.870,45 
2021;320-1360;HOSPITAL GENERAL DE MACAS;710702;Supresion de Puesto; 201.277,29 ; 106.200,00 ; 106.200,00 ; 106.200,00 ; 106.200,00 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510105;Remuneraciones Unificadas; 1.360.209,60 ; 1.508.732,00 ; 840.771,17 ; 840.771,17 ; 840.771,17 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510106;Salarios Unificados; 311.159,79 ; 419.418,44 ; 203.281,16 ; 203.281,16 ; 203.281,16 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510203;Decimo Tercer Sueldo; 258.970,12 ; 224.248,84 ; 42.538,85 ; 42.538,85 ; 42.538,85 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510204;Decimo Cuarto Sueldo; 93.293,25 ; 75.000,00 ; 53.090,95 ; 53.090,95 ; 53.090,95 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 18.800,00 ; 18.800,00 ; 18.800,00 ; 18.800,00 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510302;Bonificacion Geografica; 280.938,59 ; 161.402,30 ; 87.201,53 ; 87.201,53 ; 87.201,53 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510304;Compensacion por Transporte; 3.549,50 ; 5.298,50 ; 2.598,50 ; 2.598,50 ; 2.237,00 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510306;Alimentacion; 26.980,00 ; 39.056,00 ; 19.864,00 ; 19.864,00 ; 17.068,00 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510401;Por Cargas Familiares; 756,00 ; 1.228,00 ; 452,00 ; 452,00 ; 392,00 
2021;320-1361;DIRECCION DISTRITAL 14D04 - GUALAQUIZA-SAN JUAN BOSCO - SALUD;510408;Subsidio de Antiguedad; 6.978,11 ; 7.454,21 ; 4.819,63 ; 4.819,63 ; 4.210,71 
