A§o Registro;Mes Registro;Tipo Registro;Tipo Impedimento-Gobierno Abierto;Estado;No Registros;FECHA CORTE
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1880;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2340;31/5/2022
2019;11;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;5;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;11;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2019;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;10;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;67;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;67;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2019;11;Impedimento;RENUNCIA VOLUNTARIA;Activo;4;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;123;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;11;Impedimento;INDEMNIZACI‡N POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2019;11;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;3;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;12;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;4;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2019;11;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2019;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;265;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2019;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2019;11;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;33;31/5/2022
2019;11;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;5;31/5/2022
2019;11;Impedimento;RENUNCIA VOLUNTARIA;Activo;5;31/5/2022
2019;11;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;2;31/5/2022
2019;11;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;4;31/5/2022
2019;11;Impedimento;RENUNCIA VOLUNTARIA;Activo;13;31/5/2022
2019;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;4;31/5/2022
2019;12;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;5;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2019;12;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;76;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;22;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;38;31/5/2022
2019;12;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;2;31/5/2022
2019;12;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;2;31/5/2022
2019;12;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;2;31/5/2022
2019;12;Impedimento;OTROS;Activo;1;31/5/2022
2019;12;Impedimento;COMPRA DE RENUNCIA CON INDEMNIZACION;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;14;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;82;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;11;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;26;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1714;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1274;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;516;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1616;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3830;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2019;12;Impedimento;RENUNCIA VOLUNTARIA CON INDEMNIZACI‡N;Activo;5;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2019;12;Impedimento;RENUNCIA VOLUNTARIA;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;10;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;41;31/5/2022
2019;12;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;20;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;8;31/5/2022
2019;12;Impedimento;RENUNCIA VOLUNTARIA;Activo;7;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;5;31/5/2022
2019;12;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;12;31/5/2022
2019;12;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;66;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;30;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;50;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;2;31/5/2022
2019;12;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;12;31/5/2022
2019;12;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;4;31/5/2022
2019;12;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2019;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2019;12;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2019;12;Impedimento;OTROS;Activo;1;31/5/2022
2019;12;Impedimento;OTROS;Activo;4;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2020;1;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2020;1;Impedimento;INTERDICCION JUDICIAL;Activo;5;31/5/2022
2020;1;Impedimento;INTERDICCION JUDICIAL;Activo;5;31/5/2022
2020;1;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2020;1;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;27;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;65;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;37;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;45;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;32;31/5/2022
2020;1;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2020;1;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2020;1;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2020;1;Impedimento;OTROS;Activo;2;31/5/2022
2020;1;Impedimento;OTROS;Activo;5;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;6;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;18;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;20;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;98;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1767;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1231;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3197;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;652;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1013;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;618;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;6;31/5/2022
2020;1;Impedimento;COMPENSACI‡N POR RENUNCIA VOLUNTARIA;Activo;2;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;38;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;27;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;42;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;85;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;24;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;5;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;292;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;23;31/5/2022
2020;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;8;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2020;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;6;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;8;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;50;31/5/2022
2020;1;Impedimento;RENUNCIA VOLUNTARIA CON INDEMNIZACI‡N;Activo;3;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;1;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;7;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2020;1;Impedimento;RENUNCIA VOLUNTARIA CON INDEMNIZACI‡N;Activo;1;31/5/2022
2020;1;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;2;31/5/2022
2020;1;Impedimento;COMPENSACI‡N POR RENUNCIA VOLUNTARIA;Activo;255;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2020;1;Impedimento;OTROS;Activo;1;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2020;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2020;2;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2020;2;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2020;2;Impedimento;INTERDICCION JUDICIAL;Activo;4;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;17;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;19;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;97;31/5/2022
2020;2;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2020;2;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2020;2;Impedimento;MORA PENSIONES ALIMENTICIAS;Activo;1;31/5/2022
2020;2;Impedimento;OTROS;Activo;3;31/5/2022
2020;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;51;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;20;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;8;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;36;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;33;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2127;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2435;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;880;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2263;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;326;31/5/2022
2020;2;Impedimento;RENUNCIA VOLUNTARIA;Activo;22;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;6;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;14;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;12;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;109;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;5;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;28;31/5/2022
2020;2;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2020;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;10;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;7;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2020;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;13;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2020;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;8;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;8;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;3;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2020;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;10;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;2;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2020;2;Impedimento;OTROS;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;3;Impedimento;RENUNCIA VOLUNTARIA;Activo;1;31/5/2022
2020;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2020;3;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2020;3;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2020;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2020;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;143;31/5/2022
